example_id                                                                          | status | run_time               |
./spec/resources/groups/create_group_spec.rb[1:1:2:2:1]                             | passed | 0.99903 seconds        |
./spec/resources/groups/create_group_spec.rb[1:1:3:1:1]                             | passed | 0.94541 seconds        |
./spec/resources/groups/create_group_spec.rb[1:1:3:1:2]                             | passed | 0.87283 seconds        |
./spec/resources/groups/create_group_spec.rb[1:1:3:2:1]                             | passed | 0.83765 seconds        |
./spec/resources/groups/delete_group_spec.rb[1:1:2]                                 | passed | 1.05 seconds           |
./spec/resources/groups/delete_group_spec.rb[1:2:2:1]                               | passed | 1.04 seconds           |
./spec/resources/groups/delete_group_spec.rb[1:2:2:2]                               | passed | 1.04 seconds           |
./spec/resources/groups/get_group_spec.rb[1:1:2]                                    | passed | 1.04 seconds           |
./spec/resources/groups/get_group_spec.rb[1:2:2:1]                                  | passed | 0.98325 seconds        |
./spec/resources/groups/get_group_spec.rb[1:2:2:2]                                  | passed | 0.96441 seconds        |
./spec/resources/groups/get_group_spec.rb[1:2:2:3]                                  | passed | 1.09 seconds           |
./spec/resources/groups/get_group_spec.rb[1:2:3:1]                                  | passed | 1.19 seconds           |
./spec/resources/groups/index_spec.rb[1:1:2]                                        | passed | 4.13 seconds           |
./spec/resources/groups/index_spec.rb[1:2:2:1]                                      | passed | 3.91 seconds           |
./spec/resources/groups/index_spec.rb[1:2:2:2]                                      | passed | 3.96 seconds           |
./spec/resources/groups/index_spec.rb[1:2:2:3]                                      | passed | 15.15 seconds          |
./spec/resources/groups/patch_group_spec.rb[1:1:2:1]                                | passed | 1.11 seconds           |
./spec/resources/groups/patch_group_spec.rb[1:1:2:2]                                | passed | 1.04 seconds           |
./spec/resources/groups/patch_group_spec.rb[1:1:2:3:1]                              | passed | 0.90724 seconds        |
./spec/resources/groups/patch_group_spec.rb[1:1:2:3:2]                              | passed | 0.7765 seconds         |
./spec/resources/groups/users/add_spec.rb[1:1]                                      | passed | 0.9619 seconds         |
./spec/resources/groups/users/add_spec.rb[1:2:2:1]                                  | passed | 1.11 seconds           |
./spec/resources/groups/users/add_spec.rb[1:2:2:2]                                  | passed | 1.12 seconds           |
./spec/resources/groups/users/add_spec.rb[1:2:2:3]                                  | passed | 1.32 seconds           |
./spec/resources/groups/users/get_spec.rb[1:1:2:1]                                  | passed | 1.07 seconds           |
./spec/resources/groups/users/get_spec.rb[1:1:2:2]                                  | passed | 1.23 seconds           |
./spec/resources/groups/users/get_spec.rb[1:1:2:3]                                  | passed | 1.25 seconds           |
./spec/resources/groups/users/get_spec.rb[1:1:3:1:1]                                | passed | 1.03 seconds           |
./spec/resources/groups/users/get_spec.rb[1:1:3:1:2]                                | passed | 1.06 seconds           |
./spec/resources/groups/users/get_spec.rb[1:1:3:2:1]                                | passed | 1.06 seconds           |
./spec/resources/groups/users/get_spec.rb[1:1:3:3:1]                                | passed | 1.05 seconds           |
./spec/resources/groups/users/get_spec.rb[1:1:4:1]                                  | passed | 1.2 seconds            |
./spec/resources/groups/users/index_spec.rb[1:1:2:1]                                | passed | 9.46 seconds           |
./spec/resources/groups/users/index_spec.rb[1:1:2:2]                                | passed | 9.72 seconds           |
./spec/resources/groups/users/index_spec.rb[1:1:2:3:1]                              | passed | 21.55 seconds          |
./spec/resources/groups/users/remove_spec.rb[1:1]                                   | passed | 0.67704 seconds        |
./spec/resources/groups/users/remove_spec.rb[1:2:2:1]                               | passed | 0.95099 seconds        |
./spec/resources/groups/users/remove_spec.rb[1:2:2:2]                               | passed | 0.99554 seconds        |
./spec/resources/groups/users/update_spec.rb[1:1:2]                                 | passed | 10.5 seconds           |
./spec/resources/keyword_spec.rb[1:1]                                               | passed | 1.33 seconds           |
./spec/resources/keyword_spec.rb[1:2]                                               | passed | 0.9879 seconds         |
./spec/resources/media-entry/api_client_authorization_spec.rb[1:1:1]                | passed | 1.48 seconds           |
./spec/resources/media-entry/api_client_authorization_spec.rb[1:2:1]                | passed | 1.49 seconds           |
./spec/resources/media-entry/meta-data_spec.rb[1:1:1:1]                             | passed | 1.48 seconds           |
./spec/resources/media-entry/meta-data_spec.rb[1:1:1:2]                             | passed | 1.46 seconds           |
./spec/resources/media-entry/meta-data_spec.rb[1:1:2:1]                             | passed | 1.6 seconds            |
./spec/resources/media-entry/meta-data_spec.rb[1:1:2:2:1]                           | passed | 1.52 seconds           |
./spec/resources/media-entry/meta-data_spec.rb[1:1:2:2:2:1:1]                       | passed | 1.46 seconds           |
./spec/resources/media-entry/meta-data_spec.rb[1:1:2:3:1:1:1]                       | passed | 1.65 seconds           |
./spec/resources/media-entry/meta-data_spec.rb[1:1:2:3:2:1:1]                       | passed | 1.65 seconds           |
./spec/resources/media-entry/meta-data_spec.rb[1:1:2:3:2:1:2]                       | passed | 1.73 seconds           |
./spec/resources/media-entry/meta-data_spec.rb[1:1:2:3:3:1:1]                       | passed | 1.59 seconds           |
./spec/resources/media-entry/meta-data_spec.rb[1:1:2:3:3:1:2]                       | passed | 1.71 seconds           |
./spec/resources/media-entry/meta-data_spec.rb[1:2:1:1:1]                           | passed | 1.72 seconds           |
./spec/resources/media-entry/meta-data_spec.rb[1:2:1:1:2]                           | passed | 1.66 seconds           |
./spec/resources/media-entry/meta-data_spec.rb[1:2:1:2:1]                           | passed | 1.78 seconds           |
./spec/resources/media-entry/unsafe_methods_spec.rb[1:1]                            | passed | 1.12 seconds           |
./spec/resources/media-entry/unsafe_methods_spec.rb[1:2]                            | passed | 1.17 seconds           |
./spec/resources/media-entry/unsafe_methods_spec.rb[1:3]                            | passed | 1.06 seconds           |
./spec/resources/media-entry/user_authorization_spec.rb[1:1:1]                      | passed | 1.06 seconds           |
./spec/resources/media-entry/user_authorization_spec.rb[1:2:1]                      | passed | 0.99832 seconds        |
./spec/resources/media-entry/user_authorization_spec.rb[2:1:1]                      | passed | 1.64 seconds           |
./spec/resources/media-entry/user_authorization_spec.rb[2:2:1]                      | passed | 1.24 seconds           |
./spec/resources/media-entry/user_authorization_spec.rb[2:3:1]                      | passed | 1.23 seconds           |
./spec/resources/media-entry/user_authorization_spec.rb[2:4:1]                      | passed | 1.32 seconds           |
./spec/resources/media-entry/user_authorization_spec.rb[2:5:1]                      | passed | 1.51 seconds           |
./spec/resources/media-entry/user_authorization_spec.rb[2:6:1]                      | passed | 1.39 seconds           |
./spec/resources/media-entry_spec.rb[1:1:1:1]                                       | passed | 1.18 seconds           |
./spec/resources/media-entry_spec.rb[1:1:1:2:1]                                     | passed | 1.21 seconds           |
./spec/resources/media-entry_spec.rb[1:2:1:1]                                       | passed | 1.18 seconds           |
./spec/resources/media-entry_spec.rb[1:2:1:2:1]                                     | passed | 1.19 seconds           |
./spec/resources/media-entry_spec.rb[1:3:1:1:1]                                     | passed | 1.25 seconds           |
./spec/resources/media-entry_spec.rb[1:3:2:1:1]                                     | passed | 1.16 seconds           |
./spec/resources/media-entry_spec.rb[1:3:2:2:1:1]                                   | passed | 1.21 seconds           |
./spec/resources/media-entry_spec.rb[1:3:2:2:1:2]                                   | passed | 0.99099 seconds        |
./spec/resources/media-file/api_client_authorization_spec.rb[1:1:1:1]               | passed | 1.71 seconds           |
./spec/resources/media-file/api_client_authorization_spec.rb[1:2:1:1]               | passed | 1.68 seconds           |
./spec/resources/media-file/api_client_authorization_spec.rb[1:2:2:1]               | passed | 1.44 seconds           |
./spec/resources/media-file/media-file_spec.rb[1:1:1]                               | passed | 0.99519 seconds        |
./spec/resources/media-file/media-file_spec.rb[1:2:1]                               | passed | 1.43 seconds           |
./spec/resources/media-file/media-file_spec.rb[1:2:2:1]                             | passed | 1.3 seconds            |
./spec/resources/media-file/media-file_spec.rb[1:2:2:2]                             | passed | 1.4 seconds            |
./spec/resources/media-file/media-file_spec.rb[1:2:3:1:1:1]                         | passed | 1.45 seconds           |
./spec/resources/media-file/media-file_spec.rb[1:2:3:1:2:1]                         | passed | 1.28 seconds           |
./spec/resources/media-file/media-file_spec.rb[1:2:3:1:2:2]                         | passed | 1.51 seconds           |
./spec/resources/media-file/media-file_spec.rb[1:2:3:2:1:1]                         | passed | 1.41 seconds           |
./spec/resources/media-file/media-file_spec.rb[1:2:3:2:1:2:1]                       | passed | 1.07 seconds           |
./spec/resources/media-file/media-file_spec.rb[1:2:3:2:1:3:1]                       | passed | 1.59 seconds           |
./spec/resources/media-file/media-file_spec.rb[1:2:3:2:1:4:1]                       | passed | 1.48 seconds           |
./spec/resources/media-file/user_authorization_spec.rb[1:1:1]                       | passed | 1.34 seconds           |
./spec/resources/media-file/user_authorization_spec.rb[1:2:1]                       | passed | 1.2 seconds            |
./spec/resources/media-file/user_authorization_spec.rb[2:1:1]                       | passed | 1.44 seconds           |
./spec/resources/media-file/user_authorization_spec.rb[2:2:1]                       | passed | 1.68 seconds           |
./spec/resources/media-file/user_authorization_spec.rb[2:3:1]                       | passed | 1.75 seconds           |
./spec/resources/media_entries/filter/advanced_filter_spec.rb[1:1:1]                | passed | 3 minutes 10.8 seconds |
./spec/resources/media_entries/filter/advanced_filter_spec.rb[1:2:1]                | passed | 5.05 seconds           |
./spec/resources/media_entries/filter/collection_filter_spec.rb[1:1:2]              | passed | 2.16 seconds           |
./spec/resources/media_entries/filter/collection_filter_spec.rb[1:1:3]              | passed | 2.04 seconds           |
./spec/resources/media_entries/filter/permissions_filter_spec.rb[1:1:2]             | passed | 5.65 seconds           |
./spec/resources/media_entries/filter/permissions_filter_spec.rb[1:2:2]             | passed | 5.48 seconds           |
./spec/resources/media_entries/filter/permissions_filter_spec.rb[1:2:3]             | passed | 5.56 seconds           |
./spec/resources/media_entries/filter/permissions_filter_spec.rb[1:3:1:2]           | passed | 2.65 seconds           |
./spec/resources/media_entries/filter/permissions_filter_spec.rb[1:3:1:3]           | passed | 2.52 seconds           |
./spec/resources/media_entries/filter/permissions_filter_spec.rb[1:3:1:4]           | passed | 3.01 seconds           |
./spec/resources/media_entries/filter/permissions_filter_spec.rb[1:3:1:5]           | passed | 3.27 seconds           |
./spec/resources/media_entries/filter/permissions_filter_spec.rb[1:3:2:2]           | passed | 2.88 seconds           |
./spec/resources/media_entries/filter/permissions_filter_spec.rb[1:3:2:3]           | passed | 2.64 seconds           |
./spec/resources/media_entries/filter/permissions_filter_spec.rb[1:3:2:4]           | passed | 3.1 seconds            |
./spec/resources/media_entries/filter/permissions_filter_spec.rb[1:3:2:5]           | passed | 3.08 seconds           |
./spec/resources/media_entries/filter/permissions_filter_spec.rb[1:3:3:2]           | passed | 2.92 seconds           |
./spec/resources/media_entries/filter/permissions_filter_spec.rb[1:3:3:3]           | passed | 3.05 seconds           |
./spec/resources/media_entries/filter/permissions_filter_spec.rb[1:3:4:2]           | passed | 2.77 seconds           |
./spec/resources/media_entries/filter/permissions_filter_spec.rb[1:3:4:3]           | passed | 3.03 seconds           |
./spec/resources/media_entries/filter/search_in_not_public_meta_data_spec.rb[1:1:1] | passed | 1.11 seconds           |
./spec/resources/media_entries/index-order-by_spec.rb[1:2:1:1]                      | passed | 5.93 seconds           |
./spec/resources/media_entries/index-order-by_spec.rb[1:2:2:1]                      | passed | 5.96 seconds           |
./spec/resources/media_entries/index-order-by_spec.rb[1:2:2:2]                      | passed | 5.92 seconds           |
./spec/resources/media_entries/index-order-by_spec.rb[1:2:2:3]                      | passed | 5.8 seconds            |
./spec/resources/media_entries/index-order-by_spec.rb[1:2:2:4]                      | passed | 5.8 seconds            |
./spec/resources/media_entries/index-order-by_spec.rb[1:2:2:5]                      | passed | 5.78 seconds           |
./spec/resources/media_entries/index-order-by_spec.rb[1:2:2:6]                      | passed | 6.1 seconds            |
./spec/resources/media_entries/index-order-by_spec.rb[1:2:3:1]                      | passed | 10.43 seconds          |
./spec/resources/media_entries/index-order-by_spec.rb[1:2:3:2]                      | passed | 10.32 seconds          |
./spec/resources/media_entries/index-order-by_spec.rb[1:2:3:3]                      | passed | 10.3 seconds           |
./spec/resources/media_entries/index-order-by_spec.rb[1:2:3:4]                      | passed | 10.36 seconds          |
./spec/resources/media_entries/index-order-by_spec.rb[1:2:4:1]                      | passed | 6.29 seconds           |
./spec/resources/media_entries/index-order-by_spec.rb[1:2:4:2]                      | passed | 5.71 seconds           |
./spec/resources/media_entries/index-order-by_spec.rb[1:2:5:1:1]                    | passed | 5.93 seconds           |
./spec/resources/media_entries/index-order-by_spec.rb[1:2:6:1:1]                    | passed | 5.7 seconds            |
./spec/resources/media_entries/index-order-by_spec.rb[1:2:7:1:1]                    | passed | 5.88 seconds           |
./spec/resources/media_entries/index-order-by_spec.rb[1:3:1:1]                      | passed | 5.8 seconds            |
./spec/resources/media_entries/index-order-by_spec.rb[1:3:1:2:1]                    | passed | 5.69 seconds           |
./spec/resources/media_entries/index-order-by_spec.rb[1:3:1:2:2]                    | passed | 5.8 seconds            |
./spec/resources/media_entries/index-order-by_spec.rb[1:3:1:2:3]                    | passed | 5.69 seconds           |
./spec/resources/media_entries/index-order-by_spec.rb[1:3:1:2:4:1]                  | passed | 5.85 seconds           |
./spec/resources/media_entries/index-order-by_spec.rb[1:3:2:1:1]                    | passed | 5.48 seconds           |
./spec/resources/media_entries/index-order-by_spec.rb[1:3:3:1:1]                    | passed | 10.4 seconds           |
./spec/resources/media_entries/index-order-by_spec.rb[1:3:3:1:2]                    | passed | 9.99 seconds           |
./spec/resources/media_entries/index-order-by_spec.rb[1:3:4:1:1]                    | passed | 6.2 seconds            |
./spec/resources/media_entries/index-order-by_spec.rb[1:3:4:1:2]                    | passed | 5.66 seconds           |
./spec/resources/media_entries/index-order-by_spec.rb[1:3:4:2:1]                    | passed | 10.4 seconds           |
